name,phone,money,rating,reviewCount,detail_url,business_website,popular_dishes,address,claimed,type,business_highlights,business_owner,about_business
Dash Japanese Tapas &amp; Sushi,(415) 655-9197,,4.5,43,https://www.yelp.com/biz/dash-japanese-tapas-and-sushi-san-francisco?osq=Restaurants,sanfranciscodash.com,"Top Secret, Unagi Fried Rice, Wagyu Carpaccio, Hamachi Carpaccio, Spicy Tuna, 49ers, Mentaiko Yaki Udon, Dragon, Creamy Scallop, Peach Shirome, Stuffed Mushroom, Tuna & Salmon Tower, Agedashi Tofu, Rainbow, Gyoza, Fried Oyster","737 Diamond St San Francisco, CA 94114",Claimed,"Sushi Bars, Japanese, Tapas Bars","Offers Takeout,Accepts Credit Cards,Accepts Android Pay",,"speciality:


historyText:


businessOwnerBio:
"
Salmon Bar,(415) 697-0998,$$,4.8,107,https://www.yelp.com/biz/salmon-bar-san-francisco-2?osq=Restaurants,salmonbarsf.com,"Salmon Volcano, Lion King, Clam Chowder Croquettes, Fried Oysters, Fried Calamari, Scallop Mini Burger, Grilled Short Rib, Honey Lemon, Chicken Yakitori, Ankimo, Salmon Poke Bowl Lunch Special, Salmon Fried Rice, Curry Croquettes, Seaweed Salad, Bacon Favor, Salmon Tartare, Salmon Teriyaki Bento Lunch Special, Salmon Lover","3214 16th St San Francisco, CA 94103",Claimed,"Seafood, Japanese, Wine Bars","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Credit Cards",,"speciality:
About Salmon Bar

We want to spread the best salmon to everyone.
We choose and purchase salmon from difference ocean by season changes. We select the best quality salmon from Alaska, Scotland, Canada and Norway.
We take advantage of using the whole fish. We use the belly for the raw salmon dishes; the belly fat can spread all over the mouth and melt in your tongue. We use the middle portion for the main course; the thick slices of fish gives the most original taste and maintain their juiciness when cooked.

historyText:
None

businessOwnerBio:
None"
Delarosa Marina,(415) 673-7100,$$,4,1873,https://www.yelp.com/biz/delarosa-marina-san-francisco?osq=Restaurants,delarosasf.com,"Burrata Bruschetta, Margherita Pizza, Fennel Sausage Pizza, Spicy Marinara, Prosciutto Di Parma Pizza, Beet Salad, Dungeness Crab Arancini, Hot Salami Pizza, Arugula Salad, Funghi Misti, Beer Steamed Mussels, Pappardelle Napoletana, Fried Brussel, Mushroom Pizza, Spicy Meatballs, Eggplant Caponatina","2175 Chestnut St San Francisco, CA 94123",Claimed,"Italian, Cocktail Bars, Pizza","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
Rooftop 25,(415) 495-5875,$$,3.8,257,https://www.yelp.com/biz/rooftop-25-san-francisco-2?osq=Restaurants,25lusk.com,"Chicken Sandwich, Crab Roll, Margherita Pizza, Caviar Deviled Eggs, Chicharrones, Hot Dog Roll, Cauliflower Truffle Mac, Ahi Tuna Tartare, Pilsner Brined Chicken Drums, Lobster Roll, Classic","25 Lusk St San Francisco, CA 94107",Claimed,"Cocktail Bars, American (Traditional)","Takes Reservations,Offers Takeout,Walk-ins Welcome",Chad B.,"speciality:
Join us on our rooftop restaurant with spacious outdoor seating and Happy Hour 5 nights a week! Located on top of 25 Lusk, our roof provides a casual setting with upbeat music and city views. Menu items include our delicious Wood Fired handcrafted Pizzas, Soft Pretzel Bites and Ahi Tuna Tartare to name a few! Our ROOFTOP 25 Bar serves up ice cold beer, wines by the glass / bottle and specialty cocktails and also offers a full bar!

For Private Events or parties over 9 guests please email Grayson at events@25lusk.com

historyText:
Rooftop 25 Opened in April, 2018

businessOwnerBio:
Operating Partner"
Chong Qing Xiao Mian,(415) 983-0888,$$,4.1,1186,https://www.yelp.com/biz/chong-qing-xiao-mian-san-francisco?osq=Restaurants,chongqingxiaomian-sf.com,"Spicy Beef Noodle Soup, Dan Dan Noodle, Sichuan Style Steamed Pork Belly with Pickled Mustard, House Cold Noodles, BBQ Lamb Skewer, Guilin Beef Rice Noodle Soup, Chongqing Numbing Spicy Noodle, Beef in Pickled Mustard Green Noodle Soup, Hot and Sour Noodle Soup, Tea Egg, Pork Bone Broth Noodle Soup, Braised Beef with Rice, Wuhan Spicy Noodle Soup","915 Kearny St San Francisco, CA 94133",Claimed,"Noodles, Szechuan","Offers Delivery,Offers Takeout",,"speciality:
Welcome to Chong Qing Xiao Mian, we are the best Chinese restaurants. we offer Chinese cuisine and Chinese noodles of excellent quality, especially Sichuan food. At here you could enjoy not only the great meal but also the authentic atmosphere.

The key to our success is simple: We pick ingredients carefully and use only the freshest and natural ones to prepare every dish, and have been trying to cook them in a healthier way to provide the most nutritious food.

We thank you from the bottom of our hearts for your continued support and invite you to try our delicious food.

historyText:
None

businessOwnerBio:
None"
Sweet Lime Thai Cuisine,(415) 674-7515,$$,4,601,https://www.yelp.com/biz/sweet-lime-thai-cuisine-san-francisco?osq=Restaurants,sweetlimethaisf.com,"Pad Thai, Fresh Roll, Fresh Rolls, Yellow Curry, Thai Spring Roll Plate, Papaya Salad, Pad Kee Mao, Pineapple Fried Rice, Pad Si-ew, Avocado Salad, Tom Yum Soup, Chicken Satay, Panang Curry, Fried Banana, Khao Soi, Mango Salad, Spicy Angel Wings, Tom Kha Soup, Kabocha Squash, Vegan Crispy Roll Plate","2100 Sutter St San Francisco, CA 94115",Claimed,Thai,"Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:
authentic Thai food

historyText:
None

businessOwnerBio:
None"
Troya,(415) 563-1000,$$,4,748,https://www.yelp.com/biz/troya-san-francisco-3?osq=Restaurants,troyasf.com,"Roasted Cauliflower, Lamb Kebab, Lentil Soup, Chicken Kebab, Braised Lamb Shoulder, Chicken Skewers, Turkish Beef Dumplings, Turkish Breakfast, Vegetable Moussaka, Salmon Kebab, Shakshuka, Lamb Meatballs, Turkish Delight Salmon, Lamb Bacon, Lamb Skewers, Lamb Kabob Plate, Zucchini Fritters, Falafel Bowl, Falafel Salad, Turkish Meatballs","2125 Fillmore St San Francisco, CA 94115",Claimed,"Mediterranean, Turkish","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:
Troya restaurant churns out fresh, healthy Mediterranean options in a fine-casual atmosphere with counter service for lunch and table service for dinner.  The exterior and interior of the space set the tone for a contemporary, relaxed feeling. The menu is focused on the flavors of Turkey and surrounding regions, while integrating Californian fare with bowls, salads, and kebabs. These distinctive options are complemented by lovely Mediterranean wines and an extensive and unique beer list.

historyText:
Troya Fillmore opened its doors in 2012 in the heart of Fillmore's upscale shopping district after the success of its sister restaurant, Troya Clement.

businessOwnerBio:
None"
Burma Love,(415) 861-2100,$$,4,1665,https://www.yelp.com/biz/burma-love-san-francisco-10?osq=Restaurants,burmalove.co,"Tea Leaf Salad, Coconut Rice, Garlic Noodles, Chicken Curry, Mango Chicken, Rainbow Salad, Nan Pia Dok, Coconut Chicken Noodle Soup, Spicy Noodles, Veg Samusa Soup, Pork Belly, Spicy Crispy Chicken, Green Tea Salad, Burmese Curry, Samosa Soup, Minced Chicken, Lamb Curry, Skillet Shrimp, Eggplant Curry, Beef Curry","211 Valencia St San Francisco, CA 94103",Claimed,"Burmese, Cocktail Bars, Seafood","Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options",,"speciality:
Our dining is now open! We're excited to welcome you all back! Explore your palette and dive deep into a complex, deep journey of endless flavors of our cuisine! 

historyText:
Burma Love first opened its door to the public in 2015. We have proudly served the customers of the San Francisco Bay Area in the heart of the Mission District. Our guests are able to enjoy our meals in our full dining area as well as the comfort of their home when ordering takeout.

businessOwnerBio:
None"
Sandy’s,(415) 655-9691,$$,4.8,124,https://www.yelp.com/biz/sandys-san-francisco?osq=Restaurants,sandyssf.com,"Roasted Mushroom Muffuletta, Olive Spread, Muffuletta Sandwich, Olive Salad, Pickled Egg Salad, Andouille Sausage Melt, Brown Butter Chocolate Chip, Italian, Jambalaya, Zapp, Egg Salad Sandwich, Cajun","1457 Haight St San Francisco, CA 94117",Claimed,Sandwiches,"Offers Delivery,Offers Takeout",Peterson H.,"speciality:
Sandy's in a New Orleans inspired sandwich shop, serving the best muffuletta this side of the Mississippi!

historyText:
Sandy's a New Orleans inspired sandwich shop in San Francisco, dreamed up by two chefs who lost their restaurant jobs during the pandemic. We serve the best muffuletta this side of the Mississippi! One of our chef/founders was born and raised in New Orleans and together we created the muffuletta sandwich they wished they had growing up. Our muffuletta is stacked high with sopresstta, mortadella, prosciutto and provolone and finished with a spicy olive spread. During the pandemic we started selling these delicious creations out of the window our house. 

businessOwnerBio:
Hi, my name is Peterson. Yes, that is my first name! I grew up in New Orleans where I first started working in restaurants. I went to The Culinary Institute of America in Hyde Park, New York and have worked all over the country. I am passionate about the food of New Orleans and can&#39;t wait to share it with you."
PLS on Post,(415) 447-6975,,4.7,3,https://www.yelp.com/biz/pls-on-post-san-francisco-2?osq=Restaurants,,,"545 Post St Hotel Zeppelin San Francisco, CA 94102",Claimed,"American (Traditional), Bars",,,"speciality:
We're not the only burger in town. But we're better than the rest. Gather for a social culinary experience at PLS on Post, where we're all about people, food, and fun. Here, we believe in the uncommon approach and value the bold, the off-beat, and the audacious departure form the norm. Enjoy classic burgers and shakes spiked with an inventive mix of ingredients and infused with a generous helping of peace, love, and soul.

historyText:
None

businessOwnerBio:
None"
Suppenküche,(415) 252-9289,$$,4.1,3333,https://www.yelp.com/biz/suppenk%C3%BCche-san-francisco-2?osq=Restaurants,suppenkuche.com,"Wiener Schnitzel, Roasted Pork Sausages Scramble, Grilled Pork Sausage, Red Cabbage, Pork Chop, Braised Beef, German Ravioli, Green Salad, Black Forest Cake, Venison Medallions, Wild Boar Sausage, Bread Dumplings, Roast Suckling Pig, Chicken Schnitzel, Lamb Chops, Sauteed Porkloin, Cucumber Salad, Apple Strudel, Potato Cakes, Potato Soup","525 Laguna St San Francisco, CA 94102",Claimed,German,"Takes Reservations,Offers Delivery,Offers Takeout",Fabricius W.,"speciality:
Suppenküche is a German restaurant in the rich tradition of Bavarian Wirthaus dining. Known for its warm atmosphere, food, specialty beer selection and Sunday brunch.

historyText:
Suppenküche, established 1993 in Hayes Valley, San Francisco, USA and continues its traditional Bavarian Wirthaus dining every day of the week.

businessOwnerBio:
Born in Germany and raised in Bavaria, Fabricius Wiest moved to San Francisco in 1992. In 1993 Fabi founded Suppenkuche. 26 years later, Suppenkuche is still the best and most traditional German/Bavarian restaurant on the West Coast. Fabi is married with Mandee Wiest, with whom he has three lovely kids. Leni, Cosi and Valentina."
Taniku Izakaya,(415) 658-7555,$$,5,65,https://www.yelp.com/biz/taniku-izakaya-san-francisco?osq=Restaurants,tanikusf.square.site,"Pork Belly Skewers, Hokkaido Miso, Hojicha Panna Cotta, Yuzu Shoyu Ramen, Niku Ramen, Garlic Pork, Hotate Miso Ramen, Hire Niku, Chicken Wing, Katsu Curry, Tori Tsukune, Chicken Hearts, Squid Ink Fried Rice, Chicken Skewers, Kobe Skewers, Spicy Beef Ramen, Spicy Miso Ramen, Garlic Chicken, Miso Cod, Vegan Ramen","1035 Geary St San Francisco, CA 94109",Claimed,"Izakaya, Ramen, Noodles","Takes Reservations,Offers Delivery,Offers Takeout,Soy-Free Options",,"speciality:
        At Taniku Izakaya,  we take pride in offering an authentic Japanese dining experience that combines traditional flavors with a modern twist. We believe in elevating the flavors of our skewers through the ancient technique of charcoal grilling. Our skilled chefs expertly tend to the charcoal fire, imparting a distinct smokiness and depth of flavor to each skewer. From succulent chicken yakitori to melt-in-your-mouth chicken heart skewers, each bite is a symphony of perfectly grilled goodness that will leave you craving more.
         Our menu features a variety of mouthwatering ramen bowls, each crafted with care and precision. From classic tonkotsu and miso ramen to unique creations like Taniku Ramen or vegetarian options, there's something to suit every palate. We source only the freshest and highest quality ingredients, ensuring that each bowl is bursting with authentic flavors and textures.


historyText:
We are open on May 19th 2023.

businessOwnerBio:
None"
Vixi,(415) 842-4921,$$,4,263,https://www.yelp.com/biz/vixi-san-francisco-2?osq=Restaurants,vixisf.com,"Gamberi, Cavatappi, Penne Gamberi, Ravioli, Caesar Salad, Lasagna, Chicken Marsala, Fettuccini Funghi, Tortellini Alla Panna, Minestrone Soup, Bruschetta, Capellini, Mista Salad, Grilled Chicken Panini Lunch, Polpette, Caprese, Frutti Di Mare, Fettuccini Alfredo","3611 California St San Francisco, CA 94118",Claimed,"Italian, Pasta Shops, Pizza","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:
We take classic Italian cuisine and give it a fresh, California spin!

historyText:
Established April 2016

businessOwnerBio:
None"
Piglet &amp; Co,,,4.3,79,https://www.yelp.com/biz/piglet-and-co-san-francisco?osq=Restaurants,pigletandco.com,"Honey Walnut Shrimp, Shrimp Toast, Chashao Pork Ssam, Chicken Wings, Charred Savoy Cabbage, Fried Chicken, Fish Skin Mala Ribs, Rice Porridge, Mala Pork Ribs, Mala Chili Sambal, Kampachi Crudo, Fish & Chips, Pigs Blood Dirty Rice, Char Siu Pork Belly Ssam, Kimchi, Pork Belly Saam Lettuce Wraps, Chimichurri, Sago, Classic Egg Fried Rice, Congee","2170 Mission St San Francisco, CA 94110",,"Taiwanese, Breakfast & Brunch, Asian Fusion","Offers Delivery,Offers Takeout,Classy",,"speciality:


historyText:


businessOwnerBio:
"
Odumak,(415) 564-6400,$$,3.9,239,https://www.yelp.com/biz/odumak-san-francisco-2?osq=Restaurants,odumakusa.com,"Kimchi Fried Rice, Soy and Garlic Chicken, Supreme Chicken, Popcorn Chicken, Chicken Wings, Sweet and Mild Chicken, Hot and Spicy Chicken, Magic Cheese Sprinkles, Kim Chi Jji Gae, Original Fried Chicken, Jap Chae","733 Taraval St San Francisco, CA 94116",Claimed,"Chicken Wings, Korean","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Credit Cards",,"speciality:
Korean Fried Chicken
Korean Restaurant

historyText:
None

businessOwnerBio:
None"
Brenda’s French Soul Food,(415) 345-8100,$$,4.2,12147,https://www.yelp.com/biz/brendas-french-soul-food-san-francisco-6?osq=Restaurants,,,,,,,,"speciality:


historyText:


businessOwnerBio:
"
Heroic Italian,(650) 224-5999,,4.6,107,https://www.yelp.com/biz/heroic-italian-san-francisco-3?osq=Restaurants,heroicitalian.com,"Omg Sandwich, Roasted Tomatoes & Artichokes, Roasted Artichoke Hearts, Signature "" Omg, Chicken Tetrazzini Sandwich, Giardiniera, Porchetta, Cured Meats, Charcuteries","572 Castro St Swirl on Castro Wine Bar San Francisco, CA 94114",Claimed,"Italian, Sandwiches, Wine Bars","Offers Delivery,Offers Takeout,Vegan Options",David B.,"speciality:
Artisanal Sandwiches and Salads made with Imported Italian meats and cheeses, organic vegetables and herbs on a lightly toasted roll from Montasacro Pinsaria.

historyText:
Jan 2019 the 1st Heroic opened in Santa Monica California by my brother Jeffery.. but due to COVID our LA locations did not Survive. I now own the 2 NorCal Locations with dreams of expansion

businessOwnerBio:
After +20 years of commuting 2hrs to sit in cubicles at some of the greatest tech companies I partnered with my brother Jeffrey to do something very very different."
The Italian Homemade Company,(415) 712-8874,$$,4.3,1913,https://www.yelp.com/biz/the-italian-homemade-company-san-francisco-8?osq=Restaurants,italianhomemadecompany.com,"Burrata Salad, Tiramisu, Meat Lasagna, Piadina, Cassone, Home-made Pesto, Panna Cotta, Veggie Lasagna, Mozzarella Salad","716 Columbus Ave San Francisco, CA 94133",Claimed,"Italian, Pasta Shops, International Grocery","Offers Delivery,Offers Takeout",,"speciality:
Piadina Romagnola
Hot cassone sandwiches
Cold cuts
Imported cheeses
Lasagna
Pasta ready to go in 5 minutes

historyText:
Italian original Rosticceria !! Totally new in California !

businessOwnerBio:
None"
